label,area,perim,circ,intensity,layer
1,128,79.83452377915606,0.2523703648772013,5.96875,l1
2,47,45.41421356237309,0.28636776244042755,5.361702127659575,l1
3,398,176.6812408671319,0.16021827613007406,6.231155778894473,l1
4,190,118.12489168102785,0.1711120594774805,9.452631578947368,l1
5,122,57.834523779156065,0.45834802777357436,6.483606557377049,l1
6,180,73.66295090390226,0.4168541640467775,11.761111111111111,l1
7,423,111.31980515339464,0.42894870042248073,6.15130023640662,l1
8,59,36.27817459305202,0.563340561776918,6.559322033898305,l1
9,253,56.87005768508881,0.9830215704321549,74.3399209486166,l1
10,33,25.449747468305834,0.64026070619856,6.333333333333333,l1
11,111,76.82842712474618,0.23631373179909315,5.990990990990991,l1
12,21,20.0,0.6597344572538566,4.619047619047619,l1
13,179,47.21320343559643,1.0091040704805458,118.28491620111731,l1
14,99,74.46194077712559,0.22437597631281322,9.444444444444445,l1
15,89,47.72792206135786,0.49096984287018575,12.48314606741573,l1
16,93,34.14213562373095,1.0025624770819237,49.73118279569893,l1
17,70,30.142135623730947,0.9681883773454035,41.3,empty
18,142,42.04163056034262,1.0095762034025926,147.0281690140845,l1
19,79,33.55634918610404,0.8816324064650122,35.40506329113924,empty
20,16,14.207106781186548,0.9961358205227684,5.6875,l1
21,40,31.727922061357855,0.4993287764543344,10.8,l1
22,19,16.27817459305202,0.9010565759281008,22.0,empty
23,121,39.21320343559642,0.9888503905343529,154.30578512396696,l1
24,34,25.27817459305202,0.6686477118918367,12.676470588235293,l1
25,54,33.97056274847714,0.588028182610279,91.5,l1
26,67,28.14213562373095,1.063091298360852,200.955223880597,l1
27,28,18.242640687119284,1.0572860130995536,246.25,empty
28,36,21.071067811865476,1.0189180956789345,207.38888888888889,empty
29,109,38.384776310850235,0.9296475600977614,128.4678899082569,empty
30,69,31.72792206135785,0.8613421393837271,44.11594202898551,l1
31,62,29.727922061357855,0.8816017550839541,71.69354838709677,l1
32,82,32.384776310850235,0.9825211619200456,246.6829268292683,l1
33,19,13.65685424949238,1.2801537005750372,186.52631578947367,l1
34,88,33.31370849898476,0.9964294930986728,56.90909090909091,l1
35,171,47.79898987322333,0.940521086136762,77.71345029239767,l1
36,31,18.485281374238568,1.140038260161506,89.6774193548387,l1
37,77,30.727922061357855,1.0247884074778726,115.20779220779221,l1
38,25,16.485281374238568,1.1559981640761265,64.0,l1
39,97,35.55634918610404,0.9641559219759195,156.03092783505156,l1
40,106,36.970562748477136,0.9745488352993519,181.0188679245283,l1
41,51,25.071067811865476,1.0196106826297573,109.33333333333333,l1
42,74,29.31370849898476,1.082181372265754,203.93243243243242,l1
43,37,19.899494936611664,1.1741605384881055,187.02702702702703,l1
44,30,19.31370849898476,1.0106476583487134,133.53333333333333,l23
45,100,35.31370849898476,1.0076813214971339,188.7,l23
46,192,58.526911934581186,0.7043684142200248,110.84895833333333,l23
47,117,38.38477631085024,0.997878573682918,250.4017094017094,l23
48,33,21.071067811865476,0.9340082543723568,27.818181818181817,empty
49,53,24.727922061357855,1.0892071590406167,130.39622641509433,l23
50,93,34.970562748477136,0.9556251489695977,123.24731182795699,empty
51,196,53.698484809834994,0.8541651973589616,72.62244897959184,l23
52,99,34.97056274847714,1.0172783843869908,244.74747474747474,empty
53,140,44.04163056034261,0.9070080061656387,78.25714285714285,l23
54,50,24.48528137423857,1.0480202401408663,67.34,l23
