,layer,label,surface,dist
749,l4,4789,67.39610189498848,439.93504732283066
750,l5,4803,125.22362142216994,517.8834835223828
751,l4,4808,66.5640512543096,410.40892894096396
752,l4,4816,79.46083618483209,404.3728952846351
753,l5,4817,42.43458267462237,527.5046649522264
754,l5,4821,91.10954515433627,510.11227765865164
755,l4,4828,58.2435448475209,476.91691273735415
756,l4,4833,50.75508908141107,411.37078098260713
757,l4,4834,72.3884057390617,424.88632725023086
758,l4,4835,34.94612690851254,464.92617645658737
759,l4,4836,66.14802593397016,482.9227331260568
760,l4,4844,63.23584869159412,413.20372429049473
761,l5,4845,67.39610189498848,504.4589224343582
762,l4,4862,56.16341824582373,453.33896223629773
763,l5,4863,39.106380111906894,527.5510338458714
764,l4,4869,66.98007657464903,417.6737795586226
765,l4,4876,54.49931696446599,430.05679393305314
766,l4,4877,51.17111440175051,440.25645579975736
767,l4,4892,105.67043136621649,474.4283948861706
768,l5,4893,98.5980009204461,516.2038020502395
769,l5,4894,42.850607994961806,532.4160523664254
770,l4,4899,56.16341824582373,389.67305382714045
771,l4,4900,60.73969676955751,418.2680488758569
772,l4,4901,108.58260860859254,442.4190988094377
773,l5,4902,52.41919036276881,486.7642954411383
774,l5,4910,55.74739292548429,492.1952323302773
775,l4,4915,61.98777273057582,410.12078961652037
776,l5,4933,60.73969676955751,500.7265451665793
777,l4,4937,82.78903874754756,381.50819154263695
778,l4,4938,41.18650671360407,481.3296502199611
779,l4,4946,68.22815253566735,388.4463591845423
780,l4,4947,49.50701312039276,436.6188449732683
781,l4,4951,89.44544387297853,454.8397141830493
782,l4,4958,39.52240543224632,411.5171173764787
783,l4,4959,58.2435448475209,416.57055252181124
784,l4,4960,36.19420286953085,423.0563605058911
785,l4,4965,64.48392465261243,449.6249324624863
786,l4,4983,41.18650671360407,383.728495701219
787,l4,4984,98.5980009204461,424.90748596422765
788,l4,4988,83.62108938822644,471.11729184339356
789,l4,4994,29.537797744099887,398.8954868919262
790,l5,5003,78.21276022381379,485.4410598329636
791,l5,5004,83.62108938822644,503.5042575448423
792,l4,5008,76.54865894245604,430.62034866086793
793,l4,5009,96.51787431874892,454.5309800708902
794,l4,5016,90.2774945136574,400.0734306646593
795,l4,5017,50.75508908141107,480.83045955123197
796,l5,5018,46.594835878016724,498.0910571475967
797,l4,5023,46.594835878016724,426.7772589792063
798,l5,5028,75.30058298143774,513.9507677128202
799,l4,5039,69.47622849668565,404.64505941500784
800,l4,5043,48.25893715937446,436.6042426359269
801,l4,5054,85.70121598992361,386.8189020485836
802,l4,5062,75.30058298143774,412.7820884265337
803,l4,5063,64.48392465261243,416.69533381427686
804,l23,5084,66.98007657464903,368.97376175868584
805,l5,5085,74.46853234075887,500.6976912695986
806,l4,5090,67.8121272153279,417.9175763789211
807,l4,5091,66.98007657464903,436.032217976762
808,l4,5092,57.827519527181465,446.4549689269615
809,l5,5093,68.64417785600678,503.09459800596215
810,l4,5100,67.8121272153279,379.3681515318869
811,l4,5101,57.827519527181465,481.28274405891875
812,l4,5106,49.50701312039276,405.89774871722506
813,l5,5115,69.0602031763462,495.51433415815944
814,l5,5120,37.44227883054915,510.68080008417473
815,l23,5129,51.587139722089944,370.39069766336917
816,l4,5130,51.587139722089944,385.1900081365977
817,l4,5131,66.98007657464903,452.6962468288001
818,l4,5137,61.15572208989695,456.4599801609929
819,l4,5138,44.098683955980114,472.81882953147874
820,l4,5153,81.12493746618983,396.0593290946399
821,l4,5157,42.43458267462237,379.09811330830144
822,l4,5161,77.79673490347434,441.62341879790426
823,l4,5162,111.91081117130801,455.3581866043224
824,l4,5163,56.579443566163164,460.8239343064852
825,l4,5179,78.21276022381379,415.41215636111707
826,l4,5180,69.89225381702508,424.9658114127683
827,l5,5181,116.90311501538123,493.4819047277428
828,l5,5182,87.78134259162078,502.8328641441173
829,l4,5188,100.67812752214327,384.43515116670784
830,l4,5199,84.03711470856587,477.51034950646056
831,l4,5202,71.14032977804338,429.398309967849
832,l4,5208,84.86916534924474,468.9300717023428
833,l23,5216,53.66726632378712,365.48199164643995
834,l23,5217,63.65187401193356,375.9403623354462
835,l4,5218,74.46853234075887,461.8395939804226
836,l4,5219,79.87686150517152,483.4850628738172
837,l5,5220,91.94159579501513,494.2193968680213
838,l4,5230,70.30827913736452,471.9750217456267
839,l4,5239,64.89994997295186,385.32760524778905
840,l4,5240,64.48392465261243,430.12672189915
841,l4,5248,60.323671449218075,412.3876705023001
842,l4,5249,36.610228189870284,457.44072384841854
843,l4,5266,106.50248200689536,395.22852789902976
