,layer,label,surface,dist
0,l6,1934,65.73200061363073,804.5611983454244
1,l6,1971,64.48392465261243,800.7511965206459
2,l6,2002,79.46083618483209,793.9782400428536
3,l6,2022,37.44227883054915,787.4566917539601
4,l6,2059,78.62878554415322,794.090049946855
5,l6,2083,52.835215683108245,799.178278093589
6,l6,2104,39.106380111906894,787.6867427839152
7,l6,2124,17.47306345425627,777.4473002273331
8,l6,2156,71.14032977804338,789.87067104799
9,l6,2157,44.098683955980114,782.2193439383607
10,l6,2166,37.02625351020971,782.7586317784113
11,l6,2210,83.20506406788701,783.5079794488996
12,l6,2211,48.6749624797139,772.5978785520174
13,l6,2241,116.07106437470237,776.9643408634291
14,l6,2242,56.579443566163164,774.7932642591632
15,l6,2272,34.94612690851254,790.8629249876058
16,l6,2277,81.54096278652926,785.0846176311738
17,l6,2282,37.02625351020971,789.8429333901041
18,l6,2299,61.98777273057582,761.9711359930006
19,l6,2329,95.26979835773062,774.4118454602543
20,l6,2338,50.339063761071635,769.7579567549915
21,l6,2344,60.323671449218075,761.5608804332394
22,l6,2347,98.18197560010667,763.9230860838051
23,l6,2358,51.17111440175051,785.3457472577622
24,l6,2367,56.579443566163164,775.8651472325005
25,l6,2405,63.23584869159412,750.6431488530911
26,l6,2412,61.571747410236384,781.2865628887374
27,l6,2422,87.36531727128136,789.155200581885
28,l6,2423,89.44544387297853,763.9525961180553
29,l6,2435,75.71660830177717,773.1739581647267
30,l6,2436,27.873696462742146,751.4933025084313
31,l6,2447,103.59030476451932,780.6190620760153
32,l6,2462,65.73200061363073,754.8182011231949
33,l6,2470,59.49162080853921,749.3693447905991
34,l6,2475,73.63648170008,774.2627103240899
35,l6,2476,37.44227883054915,742.3507268264306
36,l6,2490,32.03394966613649,757.8260897573119
37,l6,2495,82.37301342720814,786.7591321698319
38,l6,2514,39.106380111906894,774.2141668914786
39,l6,2515,74.46853234075887,760.6955270727593
40,l6,2523,90.2774945136574,774.609706624997
41,l6,2536,42.43458267462237,755.491018687998
42,l6,2570,73.63648170008,750.1889513724253
43,l6,2589,81.95698810686869,741.7080347194766
44,l6,2603,40.354456072925196,761.6661169334648
45,l6,2604,71.97238041872225,752.0850146447568
46,l6,2605,63.23584869159412,730.344054747014
47,l6,2618,74.8845576610983,766.1767321837476
48,l6,2634,64.89994997295186,787.8209470589118
49,l6,2652,77.38070958313492,734.4385988846852
50,l6,2669,56.579443566163164,774.1282551763794
51,l6,2670,83.20506406788701,765.431693150969
52,l6,2671,76.96468426279547,754.5054851186565
53,l6,2672,99.43005156112497,740.4229945273327
54,l6,2673,66.98007657464903,738.065808804029
55,l6,2680,75.30058298143774,785.2148824141806
56,l6,2701,103.59030476451932,765.9492593158245
57,l6,2707,67.39610189498848,774.7333550672989
58,l6,2708,57.41149420684203,755.3878319787074
59,l6,2709,81.54096278652926,724.557779326252
60,l6,2718,87.78134259162078,776.7859604264319
61,l6,2741,49.090987800053334,755.927030552068
62,l6,2748,46.17881055767729,774.7339813824935
63,l6,2749,81.54096278652926,724.729786159839
64,l6,2756,81.12493746618983,768.207263743993
65,l6,2764,63.65187401193356,778.448638394184
66,l6,2772,77.79673490347434,746.0491208620775
67,l6,2773,40.354456072925196,739.1160056490015
68,l6,2783,120.23131757809672,755.0007569501681
69,l6,2788,61.571747410236384,740.2234508307049
70,l6,2789,68.22815253566735,730.7113811915034
71,l6,2790,79.46083618483209,727.3997693234621
72,l6,2811,64.06789933227299,723.4587941377436
73,l6,2818,97.76595027976722,747.0166294527356
74,l6,2836,53.66726632378712,728.3069622513226
75,l6,2837,17.057038133916837,710.8662316828488
76,l6,2842,60.73969676955751,782.0395628249212
77,l6,2849,74.46853234075887,773.0032448145646
78,l6,2850,96.1018489984095,765.3702194500681
79,l6,2860,90.2774945136574,755.3328955790058
80,l6,2861,62.40379805091525,733.1612591134199
81,l6,2891,116.90311501538123,743.5193880906528
82,l6,2892,93.60569707637288,714.6979987734031
83,l6,2902,78.21276022381379,724.4432114288765
84,l6,2910,73.22045637974057,706.8458116024912
85,l6,2918,65.73200061363073,732.5548549036225
86,l6,2931,92.35762111535458,777.8650337127115
87,l6,2932,57.827519527181465,716.788237248223
88,l6,2941,99.8460768814644,762.9490885827928
89,l6,2942,54.49931696446599,708.8329374404492
90,l6,2953,56.16341824582373,783.6538309249526
91,l6,2954,53.66726632378712,753.0849609028287
92,l6,2960,37.44227883054915,752.6866398468352
93,l6,2975,121.89541885945445,740.3087260060389
94,l6,2987,50.75508908141107,744.2499490270211
95,l6,2999,118.15119097639955,743.725449004243
96,l6,3009,69.0602031763462,719.7208700749169
